TIMESTAMP,ContextTokens,GeneratedTokens
2023-11-16 18:18:24.0260720,921,114
2023-11-16 18:18:24.1511450,4084,34
2023-11-16 18:18:24.2016170,1157,429
2023-11-16 18:18:24.2821470,1093,425
2023-11-16 18:18:24.3180850,1035,405
2023-11-16 18:18:24.3201610,1009,395
2023-11-16 18:18:24.3488640,4091,40
2023-11-16 18:18:24.4025200,482,73
2023-11-16 18:18:24.6807160,4076,38
2023-11-16 18:18:24.6813630,401,104
2023-11-16 18:18:24.7459780,1046,429
2023-11-16 18:18:25.1063330,1230,389
2023-11-16 18:18:25.1243840,161,159
2023-11-16 18:18:25.7335910,26,238
2023-11-16 18:18:25.7539740,1108,399
2023-11-16 18:18:25.8917230,378,124
2023-11-16 18:18:25.8946530,1051,410
2023-11-16 18:18:26.1473990,2,93
2023-11-16 18:18:26.3141570,1001,373
2023-11-16 18:18:26.3723560,1059,429
2023-11-16 18:18:26.5284590,996,385
2023-11-16 18:18:26.5397010,1096,396
2023-11-16 18:18:26.6273440,417,98
2023-11-16 18:18:26.9448900,1139,396
2023-11-16 18:18:27.0789950,310,18
2023-11-16 18:18:27.3857770,1027,482
2023-11-16 18:18:27.4805380,1007,388
2023-11-16 18:18:27.5255280,161,150
2023-11-16 18:18:27.7341810,4099,55
2023-11-16 18:18:27.9015730,1025,394
2023-11-16 18:18:27.9600200,1044,413
2023-11-16 18:18:28.0817950,404,108
2023-11-16 18:18:28.1194520,1036,425
2023-11-16 18:18:28.1842040,1098,396
2023-11-16 18:18:28.3574120,405,105
2023-11-16 18:18:28.3826180,4074,50
2023-11-16 18:18:28.3965080,1269,451
2023-11-16 18:18:28.4967770,788,51
2023-11-16 18:18:29.1642990,918,397
2023-11-16 18:18:29.3449320,206,179
2023-11-16 18:18:29.4372930,4076,51
2023-11-16 18:18:29.7101000,1068,664
2023-11-16 18:18:30.2412200,1042,472
2023-11-16 18:18:30.2564630,417,92
2023-11-16 18:18:30.4376460,409,146
2023-11-16 18:18:30.4574440,1002,373
2023-11-16 18:18:30.9367640,942,104
2023-11-16 18:18:31.1528320,983,414
2023-11-16 18:18:31.2597480,4088,67
2023-11-16 18:18:31.3436920,1113,1000
2023-11-16 18:18:31.4200400,203,217
2023-11-16 18:18:31.5039310,435,83
2023-11-16 18:18:31.5319360,4086,37
2023-11-16 18:18:31.6945040,91,16
2023-11-16 18:18:31.7842030,1071,386
2023-11-16 18:18:32.1570170,167,217
2023-11-16 18:18:32.1581070,200,161
2023-11-16 18:18:32.2921750,181,92
2023-11-16 18:18:32.4718780,181,118
2023-11-16 18:18:32.9188810,4090,45
2023-11-16 18:18:32.9690150,1201,546
2023-11-16 18:18:32.9716070,1208,400
2023-11-16 18:18:33.1333960,373,57
2023-11-16 18:18:33.4304980,1005,407
2023-11-16 18:18:33.5195400,130,199
2023-11-16 18:18:33.7481160,1008,398
2023-11-16 18:18:33.8495520,91,16
2023-11-16 18:18:34.1271220,392,109
2023-11-16 18:18:34.1989740,394,94
2023-11-16 18:18:34.3773290,988,466
2023-11-16 18:18:34.4170260,1146,380
2023-11-16 18:18:34.4744130,4089,67
2023-11-16 18:18:34.5144890,1091,436
2023-11-16 18:18:35.0307490,379,87
2023-11-16 18:18:35.1642470,411,93
2023-11-16 18:18:35.4522050,4083,62
2023-11-16 18:18:36.2720800,396,65
2023-11-16 18:18:36.3352620,4088,107
2023-11-16 18:18:36.5610440,4073,29
2023-11-16 18:18:36.5902610,1060,396
2023-11-16 18:18:36.6232030,1046,429
2023-11-16 18:18:36.6379200,398,79
2023-11-16 18:18:36.9009410,3067,101
2023-11-16 18:18:37.2924600,381,99
2023-11-16 18:18:37.4977210,1117,428
2023-11-16 18:18:37.5829260,383,69
2023-11-16 18:18:37.5924350,403,106
2023-11-16 18:18:37.8331210,377,69
2023-11-16 18:18:37.9442660,403,101
2023-11-16 18:18:38.2853250,1145,396
2023-11-16 18:18:38.4672110,1209,403
2023-11-16 18:18:38.6109860,893,455
2023-11-16 18:18:39.2539150,1036,411
2023-11-16 18:18:39.4035400,203,217
2023-11-16 18:18:39.6769020,200,217
2023-11-16 18:18:39.6772700,299,18
2023-11-16 18:18:39.9116680,1142,436
2023-11-16 18:18:40.1559250,1318,234
2023-11-16 18:18:40.8664420,323,18
2023-11-16 18:18:41.0192210,1023,416
2023-11-16 18:18:41.1395180,1039,593
2023-11-16 18:18:41.3619390,1024,414
2023-11-16 18:18:41.8476660,206,165
2023-11-16 18:18:41.8862620,371,97
2023-11-16 18:18:42.0699410,373,66
2023-11-16 18:18:42.1205850,385,73
2023-11-16 18:18:42.2136360,203,167
2023-11-16 18:18:42.5626620,398,132
2023-11-16 18:18:42.6561570,1241,421
2023-11-16 18:18:42.6798360,1050,374
2023-11-16 18:18:42.8044870,4075,63
2023-11-16 18:18:43.0060520,401,86
2023-11-16 18:18:43.0991360,1436,386
2023-11-16 18:18:43.2874020,389,65
2023-11-16 18:18:43.5116460,386,49
2023-11-16 18:18:43.5421170,1069,426
2023-11-16 18:18:43.5749260,212,217
2023-11-16 18:18:43.6043670,991,373
2023-11-16 18:18:43.6802780,181,112
2023-11-16 18:18:44.0156230,4082,210
2023-11-16 18:18:44.1069680,395,142
2023-11-16 18:18:44.8763270,1007,451
2023-11-16 18:18:44.9010530,395,91
2023-11-16 18:18:45.3942130,324,18
2023-11-16 18:18:45.4272570,200,167
2023-11-16 18:18:45.4494390,397,103
2023-11-16 18:18:45.4495910,4074,67
2023-11-16 18:18:45.5130510,452,101
2023-11-16 18:18:45.6340250,391,93
2023-11-16 18:18:45.7192060,1061,429
2023-11-16 18:18:45.8416490,1007,379
2023-11-16 18:18:46.0369020,398,99
2023-11-16 18:18:46.0553450,913,398
2023-11-16 18:18:46.1773060,999,412
2023-11-16 18:18:46.2287290,385,84
2023-11-16 18:18:46.2380980,4096,45
2023-11-16 18:18:46.5758420,1161,408
2023-11-16 18:18:47.0028620,396,113
2023-11-16 18:18:47.3050460,4080,35
2023-11-16 18:18:47.4237090,200,188
2023-11-16 18:18:47.4849730,1116,401
2023-11-16 18:18:47.5142120,1046,531
2023-11-16 18:18:47.6529960,1015,397
2023-11-16 18:18:47.6705250,396,95
2023-11-16 18:18:47.7525750,1320,201
2023-11-16 18:18:47.7557800,1040,396
2023-11-16 18:18:47.7803630,416,153
2023-11-16 18:18:47.9159150,384,61
2023-11-16 18:18:48.3233200,1288,418
2023-11-16 18:18:48.4058450,203,162
2023-11-16 18:18:48.4244850,400,82
2023-11-16 18:18:48.5818650,209,217
